#Genus,Species,Strain,NCBI accession,From,To,BGC type,On contig edge,Most similar known cluster,Similarity in %,MIBiG BGC-ID,Results URL,Download URL
Streptococcus,periodonticum,KCOM 2412,NZ_CP034543.1,147426,188599,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP034543.1/147426-188599,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003963555.1/NZ_CP034543/1/147426/188599
Streptococcus,periodonticum,KCOM 2412,NZ_CP034543.1,519009,531163,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP034543.1/519009-531163,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003963555.1/NZ_CP034543/1/519009/531163
Streptococcus,Unclassified,sy010,NZ_VOHO01000001.1,339437,380607,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_VOHO01000001.1/339437-380607,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007859175.1/NZ_VOHO01000001/1/339437/380607
Streptococcus,Unclassified,sy010,NZ_VOHO01000002.1,133751,147329,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_VOHO01000002.1/133751-147329,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007859175.1/NZ_VOHO01000002/1/133751/147329
Streptococcus,pyogenes,NS53,NZ_LS483334.1,1085152,1126328,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483334.1/1085152-1126328,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900474925.1/NZ_LS483334/1/1085152/1126328
Streptococcus,pyogenes,NS53,NZ_LS483334.1,1222765,1246149,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_LS483334.1/1222765-1246149,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900474925.1/NZ_LS483334/1/1222765/1246149
Streptococcus,pyogenes,NS53,NZ_LS483334.1,1427699,1449493,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LS483334.1/1427699-1449493,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900474925.1/NZ_LS483334/1/1427699/1449493
Streptococcus,oralis,SN51445,NZ_NCUU01000039.1,9104,21258,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NCUU01000039.1/9104-21258,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002096205.1/NZ_NCUU01000039/1/9104/21258
Streptococcus,oralis,SN51445,NZ_NCUU01000044.1,140162,181335,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_NCUU01000044.1/140162-181335,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_002096205.1/NZ_NCUU01000044/1/140162/181335
Streptococcus,sanguinis,CCUG 59326,NZ_GL872314.1,192069,233248,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL872314.1/192069-233248,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000191105.1/NZ_GL872314/1/192069/233248
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000002.1,0,19927,lanthipeptide,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000002.1/0-19927,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000002/1/0/19927
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000004.1,0,20016,lanthipeptide,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000004.1/0-20016,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000004/1/0/20016
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000014.1,0,8420,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000014.1/0-8420,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000014/1/0/8420
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000016.1,11260,21557,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000016.1/11260-21557,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000016/1/11260/21557
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000018.1,398,10746,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000018.1/398-10746,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000018/1/398/10746
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000024.1,0,6422,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000024.1/0-6422,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000024/1/0/6422
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000030.1,13916,23205,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000030.1/13916-23205,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000030/1/13916/23205
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000036.1,15813,21525,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000036.1/15813-21525,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000036/1/15813/21525
Streptococcus,pneumoniae,SMRU106,NZ_CMVG01000042.1,0,12921,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMVG01000042.1/0-12921,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001141025.1/NZ_CMVG01000042/1/0/12921
Streptococcus,anginosus,1_2_62CV,NZ_GL636615.1,857959,878602,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL636615.1/857959-878602,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000186545.1/NZ_GL636615/1/857959/878602
Streptococcus,anginosus,1_2_62CV,NZ_GL636617.1,71290,112463,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL636617.1/71290-112463,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000186545.1/NZ_GL636617/1/71290/112463
Streptococcus,canis,HL_77_2,NZ_BJOW01000004.1,147468,170850,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_BJOW01000004.1/147468-170850,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006540325.2/NZ_BJOW01000004/1/147468/170850
Streptococcus,canis,HL_77_2,NZ_BJOW01000017.1,17182,58358,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_BJOW01000017.1/17182-58358,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_006540325.2/NZ_BJOW01000017/1/17182/58358
Streptococcus,thermophilus,None,NZ_LR822031.1,815494,836695,ras-ripp,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/815494-836695,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/815494/836695
Streptococcus,thermophilus,None,NZ_LR822031.1,900731,943728,nrps-like,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/900731-943728,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/900731/943728
Streptococcus,thermophilus,None,NZ_LR822031.1,1471559,1484302,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/1471559-1484302,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/1471559/1484302
Streptococcus,thermophilus,None,NZ_LR822031.1,1731871,1758661,lanthipeptide - ras-ripp hybrid,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822031.1/1731871-1758661,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903890825.1/NZ_LR822031/1/1731871/1758661
Streptococcus,porcinus,SP0816-2,NZ_LR594036.1,217366,240750,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_LR594036.1/217366-240750,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_901542335.1/NZ_LR594036/1/217366/240750
Streptococcus,porcinus,SP0816-2,NZ_LR594036.1,886832,942272,t1nrps,FALSE,equibactin,35,BGC0000347,https://antismash-db.secondarymetabolites.org/go/NZ_LR594036.1/886832-942272,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_901542335.1/NZ_LR594036/1/886832/942272
Streptococcus,porcinus,SP0816-2,NZ_LR594036.1,1108552,1149725,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR594036.1/1108552-1149725,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_901542335.1/NZ_LR594036/1/1108552/1149725
Streptococcus,thermophilus,None,NZ_CP038020.1,4259,31447,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/4259-31447,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/4259/31447
Streptococcus,thermophilus,None,NZ_CP038020.1,281991,304293,ras-ripp,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/281991-304293,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/281991/304293
Streptococcus,thermophilus,None,NZ_CP038020.1,475539,485311,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/475539-485311,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/475539/485311
Streptococcus,thermophilus,None,NZ_CP038020.1,560573,571027,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/560573-571027,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/560573/571027
Streptococcus,thermophilus,None,NZ_CP038020.1,684210,727102,nrps-like,FALSE,asukamycin,4,BGC0000187,https://antismash-db.secondarymetabolites.org/go/NZ_CP038020.1/684210-727102,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_010120595.1/NZ_CP038020/1/684210/727102
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000002.1,84362,123474,ladderane - lanthipeptide hybrid,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000002.1/84362-123474,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000002/1/84362/123474
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000006.1,25506,37660,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000006.1/25506-37660,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000006/1/25506/37660
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000020.1,25538,36298,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000020.1/25538-36298,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000020/1/25538/36298
Streptococcus,sanguinis,SK36,NC_009009.1,312249,353428,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NC_009009.1/312249-353428,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000014205.1/NC_009009/1/312249/353428
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000026.1,0,21708,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000026.1/0-21708,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000026/1/0/21708
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000033.1,14973,21869,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000033.1/14973-21869,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000033/1/14973/21869
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000048.1,0,9553,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000048.1/0-9553,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000048/1/0/9553
Streptococcus,sanguinis,SK150,NZ_GL872442.1,2136914,2178093,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_GL872442.1/2136914-2178093,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000192245.1/NZ_GL872442/1/2136914/2178093
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000050.1,6268,12219,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000050.1/6268-12219,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000050/1/6268/12219
Streptococcus,pneumoniae,SMRU106,NZ_CHWI01000065.1,0,6635,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CHWI01000065.1/0-6635,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001334175.1/NZ_CHWI01000065/1/0/6635
Streptococcus,pyogenes,NS53,NZ_CAAHLP010000001.1,313984,338214,lanthipeptide,FALSE,streptin,90,BGC0000556,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHLP010000001.1/313984-338214,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983945.1/NZ_CAAHLP010000001/1/313984/338214
Streptococcus,pyogenes,NS53,NZ_CAAHLP010000001.1,425444,466620,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHLP010000001.1/425444-466620,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983945.1/NZ_CAAHLP010000001/1/425444/466620
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000002.1,11853,53050,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000002.1/11853-53050,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000002/1/11853/53050
Streptococcus,pyogenes,NS53,NZ_CAAHLP010000001.1,563057,586441,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHLP010000001.1/563057-586441,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983945.1/NZ_CAAHLP010000001/1/563057/586441
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000004.1,158,10358,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000004.1/158-10358,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000004/1/158/10358
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000004.1,65350,75599,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000004.1/65350-75599,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000004/1/65350/75599
Streptococcus,pyogenes,NS53,NZ_CAAHLP010000002.1,81572,104356,lanthipeptide,FALSE,streptococcin A-FF22,100,BGC0000557,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHLP010000002.1/81572-104356,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983945.1/NZ_CAAHLP010000002/1/81572/104356
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000005.1,0,17218,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000005.1/0-17218,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000005/1/0/17218
Streptococcus,pyogenes,NS53,NZ_CAAHLP010000002.1,155619,167484,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHLP010000002.1/155619-167484,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900983945.1/NZ_CAAHLP010000002/1/155619/167484
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000011.1,14447,24795,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000011.1/14447-24795,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000011/1/14447/24795
Streptococcus,pneumoniae,SMRU106,NZ_FCZF01000036.1,4670,13520,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_FCZF01000036.1/4670-13520,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022895.1/NZ_FCZF01000036/1/4670/13520
Streptococcus,pyogenes,NS53,NZ_CAAHPW010000001.1,7983,18757,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHPW010000001.1/7983-18757,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900985055.1/NZ_CAAHPW010000001/1/7983/18757
Streptococcus,pyogenes,NS53,NZ_CAAHPW010000001.1,169350,192734,bacteriocin - lap hybrid,FALSE,streptolysin S,100,BGC0000566,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHPW010000001.1/169350-192734,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900985055.1/NZ_CAAHPW010000001/1/169350/192734
Streptococcus,pyogenes,NS53,NZ_CAAHPW010000001.1,289521,324568,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHPW010000001.1/289521-324568,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900985055.1/NZ_CAAHPW010000001/1/289521/324568
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000002.1,92055,116232,lanthipeptide,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000002.1/92055-116232,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000002/1/92055/116232
Streptococcus,pyogenes,NS53,NZ_CAAHPW010000003.1,194655,218885,lanthipeptide,FALSE,streptin,90,BGC0000556,https://antismash-db.secondarymetabolites.org/go/NZ_CAAHPW010000003.1/194655-218885,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900985055.1/NZ_CAAHPW010000003/1/194655/218885
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000002.1,136351,156312,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000002.1/136351-156312,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000002/1/136351/156312
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000003.1,0,22605,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000003.1/0-22605,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000003/1/0/22605
Streptococcus,oralis,DD24,NZ_KQ969037.1,969904,1011077,t3pks,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KQ969037.1/969904-1011077,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001578705.1/NZ_KQ969037/1/969904/1011077
Streptococcus,oralis,DD24,NZ_KQ969039.1,147287,159441,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_KQ969039.1/147287-159441,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001578705.1/NZ_KQ969039/1/147287/159441
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000009.1,0,4982,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000009.1/0-4982,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000009/1/0/4982
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000009.1,55796,66093,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000009.1/55796-66093,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000009/1/55796/66093
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000011.1,60518,70362,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000011.1/60518-70362,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000011/1/60518/70362
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000018.1,36005,44058,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000018.1/36005-44058,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000018/1/36005/44058
Streptococcus,pneumoniae,SMRU106,NZ_CMGI01000026.1,0,6142,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CMGI01000026.1/0-6142,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001162265.1/NZ_CMGI01000026/1/0/6142
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000002.1,5905,28542,lanthipeptide,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000002.1/5905-28542,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000002/1/5905/28542
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000003.1,14913,27690,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000003.1/14913-27690,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000003/1/14913/27690
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000003.1,98298,108649,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000003.1/98298-108649,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000003/1/98298/108649
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000004.1,0,21671,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000004.1/0-21671,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000004/1/0/21671
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000007.1,11850,21073,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000007.1/11850-21073,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000007/1/11850/21073
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000007.1,45433,55730,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000007.1/45433-55730,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000007/1/45433/55730
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000014.1,4514,17613,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000014.1/4514-17613,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000014/1/4514/17613
Streptococcus,pneumoniae,SMRU106,NZ_CLQA01000017.1,14189,24438,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLQA01000017.1/14189-24438,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001108485.1/NZ_CLQA01000017/1/14189/24438
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000001.1,39857,48292,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000001.1/39857-48292,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000001/1/39857/48292
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000001.1,174034,180871,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000001.1/174034-180871,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000001/1/174034/180871
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000015.1,0,13218,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000015.1/0-13218,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000015/1/0/13218
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000017.1,1710,11959,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000017.1/1710-11959,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000017/1/1710/11959
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000020.1,13308,34985,t3pks,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000020.1/13308-34985,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000020/1/13308/34985
Streptococcus,pneumoniae,SMRU106,NZ_CLKF01000028.1,0,5702,bacteriocin,TRUE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_CLKF01000028.1/0-5702,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_001150865.1/NZ_CLKF01000028/1/0/5702
Streptococcus,salivarius,None,NZ_LR822046.1,254401,265588,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822046.1/254401-265588,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903910225.1/NZ_LR822046/1/254401/265588
Streptococcus,pneumoniae,SMRU106,NZ_FIYP01000003.1,29444,53950,ras-ripp,FALSE,bovicin HJ50,20,BGC0000498,https://antismash-db.secondarymetabolites.org/go/NZ_FIYP01000003.1/29444-53950,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900053905.1/NZ_FIYP01000003/1/29444/53950
Streptococcus,salivarius,None,NZ_LR822046.1,293739,304808,bacteriocin,FALSE,None,None,None,https://antismash-db.secondarymetabolites.org/go/NZ_LR822046.1/293739-304808,https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_903910225.1/NZ_LR822046/1/293739/304808
